,Mouse FACS astrocytes,Mouse FACS astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse neurons,Mouse neurons,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse microglia,Mouse microglia,Mouse endothelial,Mouse endothelial,Mouse whole brain,Mouse whole brain,Mouse whole brain
Dcdc2c,0.2,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dchs1,1.8,1.4,1.5,1.0,2.5,0.9,13.4,12.3,5.6,9.7,1.6,3.8,0.1,0.2,1.7,1.2,6.6,6.6,8.9,6.7,8.2
Dck,1.5,1.0,3.6,1.6,2.7,2.5,14.6,14.5,12.9,12.1,5.5,5.1,1.8,1.4,1.9,1.4,8.3,8.0,10.5,10.2,10.5
Dclk1,70.4,117.4,53.8,28.3,72.1,45.0,51.3,50.1,56.2,29.1,12.1,7.8,1.6,5.6,2.1,2.2,0.9,0.6,83.3,83.3,83.4
Dclk2,5.9,3.9,3.6,2.2,4.8,2.2,44.7,34.8,26.3,30.1,8.0,11.3,5.9,8.5,1.9,2.0,6.6,6.7,38.5,33.7,34.3
Dclk3,0.9,1.2,0.3,0.8,0.7,0.8,1.3,1.1,0.3,0.5,0.1,0.2,0.1,0.3,0.2,0.3,0.1,0.1,1.9,1.8,1.9
Dclre1a,1.4,1.6,0.8,0.9,1.8,1.3,0.8,1.4,3.1,2.5,2.0,1.7,0.6,0.9,0.5,0.4,1.8,2.3,1.7,1.8,2.4
Dclre1b,0.7,1.1,1.4,0.9,1.6,1.3,1.8,1.4,2.3,2.7,1.9,1.9,1.5,1.3,2.2,1.5,2.4,2.0,1.6,1.6,1.7
Dclre1c,5.7,4.3,2.2,1.1,3.5,2.2,1.0,2.0,2.0,0.7,2.7,1.6,0.4,1.0,4.1,1.2,1.0,1.0,2.3,2.0,2.4
Dcn,0.1,0.1,0.1,0.3,0.1,0.1,1.6,0.8,24.1,34.7,0.1,0.3,0.1,0.5,0.5,0.4,0.7,0.6,9.2,9.3,9.8
Dcp1a,3.7,2.4,2.2,1.3,3.7,2.1,3.4,3.7,4.7,4.8,3.6,4.9,1.1,2.6,2.7,2.6,4.1,4.1,4.1,3.7,4.2
Dcp1b,2.8,2.0,0.9,1.0,2.4,0.9,3.2,2.8,3.4,3.4,3.1,3.5,4.2,4.3,2.3,1.8,3.5,3.0,2.5,2.4,2.7
Dcp2,1.9,1.8,1.4,1.3,1.5,1.3,6.0,6.1,5.0,2.9,3.0,1.7,0.4,0.6,2.0,1.6,3.4,3.4,5.6,6.3,6.0
Dcpp1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dcpp2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dcpp3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dcps,1.1,0.6,2.3,1.9,2.3,2.1,9.9,10.3,18.0,32.3,29.7,34.9,53.6,45.7,12.7,14.1,18.7,22.0,11.2,10.6,11.7
Dcst1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
Dct,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,3.3,3.9,17.8,15.8,2.5,2.9,0.1,0.1,0.1,0.1,0.6,0.3,0.3
Dctd,6.9,4.1,6.3,3.7,7.1,5.6,1.9,1.5,5.0,4.4,1.4,1.6,0.1,0.4,0.6,0.4,1.5,1.9,4.0,3.4,4.6
Dctn1,2.0,1.5,1.6,2.2,1.9,1.7,52.6,70.3,26.2,37.3,29.4,38.1,42.8,42.7,27.3,33.3,28.0,27.9,36.2,36.9,35.1
Dctn2,9.8,6.9,8.3,9.3,12.1,9.3,95.5,92.1,55.2,92.4,72.7,101.3,103.8,105.9,65.1,82.8,93.3,102.7,68.9,68.6,65.3
Dctn3,13.8,11.7,22.8,20.5,19.4,19.9,75.4,73.1,48.9,80.2,71.9,104.3,87.9,93.9,39.3,49.8,19.9,24.4,72.4,82.0,67.1
Dctn4,26.0,27.8,26.1,19.0,32.6,25.8,14.0,31.5,19.9,22.2,29.7,29.9,17.5,23.5,11.2,9.3,15.9,15.9,21.3,18.9,21.3
Dctn5,12.4,9.8,12.6,10.7,14.3,13.6,18.5,22.0,25.3,32.8,30.2,32.0,34.0,33.5,31.5,30.8,18.5,21.4,24.5,24.4,25.9
Dctn6,18.3,12.6,21.9,22.3,31.8,25.4,38.7,31.9,32.2,37.3,32.6,40.5,27.4,30.6,14.0,10.8,48.6,52.5,30.9,28.2,29.8
Dctpp1,1.8,0.8,4.3,3.5,1.4,3.5,12.3,14.1,15.9,26.6,9.4,14.7,10.4,9.1,22.7,43.3,14.9,19.5,22.1,21.9,21.4
Dcun1d1,1.7,1.6,2.8,1.6,3.1,2.7,4.2,4.9,5.4,2.7,4.9,2.3,1.3,1.6,1.1,0.6,3.1,3.2,4.8,4.5,5.1
Dcun1d2,5.9,5.9,3.5,2.4,4.4,2.8,5.2,7.6,8.5,10.0,7.2,8.0,4.5,5.0,3.5,3.1,4.7,5.3,5.6,5.9,6.5
Dcun1d3,1.2,1.2,1.1,1.1,1.2,1.2,5.0,4.2,4.0,2.5,3.7,2.5,1.5,1.6,0.6,1.0,5.5,5.5,3.1,2.3,2.6
Dcun1d4,5.1,4.3,5.1,4.1,4.9,4.7,12.9,16.8,8.4,6.7,15.4,8.6,7.2,8.4,1.4,1.2,4.7,4.4,10.3,10.9,10.9
Dcun1d5,20.6,20.3,18.7,11.1,15.3,13.4,27.7,23.5,34.0,35.9,22.5,21.1,11.6,11.4,19.3,11.9,48.2,51.6,25.4,21.6,23.9
Dcx,0.1,0.1,1.8,1.1,0.3,1.2,62.0,48.4,19.1,11.7,6.0,2.9,0.7,1.6,0.1,0.1,0.2,0.1,50.0,43.1,48.2
Dcxr,2.1,2.2,2.9,4.5,3.7,1.7,2.3,2.2,4.2,5.6,5.6,8.0,6.0,6.4,33.7,51.8,2.4,2.5,3.1,2.9,3.0
Dda1,3.2,3.4,3.4,4.1,3.7,4.0,47.6,43.0,17.3,26.0,28.8,36.2,31.3,33.0,22.8,23.8,18.6,20.0,31.5,31.3,29.1
Ddah1,80.6,69.1,112.9,104.4,146.3,133.3,19.9,16.8,70.6,70.8,10.9,10.0,2.1,3.7,1.6,1.4,30.0,26.7,59.3,58.4,55.2
Ddah2,4.6,2.5,5.4,4.8,5.0,3.2,53.5,44.9,38.3,63.8,19.7,30.3,15.3,16.7,27.5,41.8,59.6,68.9,39.3,33.5,40.0
Ddb1,10.0,8.6,11.7,11.7,16.1,12.7,55.6,63.0,67.1,94.8,76.0,109.5,70.3,64.8,58.8,70.8,113.8,123.0,57.8,55.2,61.4
Ddb2,6.1,7.7,0.1,0.1,0.1,0.1,2.5,2.3,5.9,4.1,2.7,3.0,1.0,0.9,3.5,2.7,2.3,2.0,2.8,2.9,3.9
Ddc,0.1,0.1,0.2,1.1,0.3,0.4,0.8,0.3,1.3,1.6,41.1,47.6,19.9,24.2,0.1,0.2,32.2,32.0,3.3,4.1,4.1
Ddhd1,67.8,61.2,29.1,17.4,48.7,20.5,7.4,7.4,22.1,13.2,10.2,7.5,5.3,6.8,1.4,1.1,3.8,4.1,12.9,13.4,14.2
Ddhd2,5.0,4.0,2.5,1.9,2.5,2.6,9.1,8.5,9.3,5.2,11.4,8.0,4.2,6.2,4.3,3.6,2.9,2.6,7.7,6.2,8.6
Ddi1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ddi2,1.0,0.3,0.5,1.0,1.3,0.6,3.9,5.9,4.7,3.0,3.8,3.5,1.1,1.2,10.7,7.2,15.9,16.8,7.1,6.6,6.6
Ddit3,7.5,7.2,9.1,8.2,6.1,7.0,12.8,18.3,14.0,9.7,22.1,24.9,12.7,21.7,75.8,28.7,22.8,23.0,11.9,9.7,9.9
Ddit4,1.3,2.3,1.8,1.0,4.0,0.8,34.3,28.8,21.8,28.5,51.3,42.9,48.9,43.7,12.7,23.4,9.7,10.5,22.1,20.2,22.5
Ddit4l,12.3,11.6,6.8,5.1,12.5,6.5,0.2,0.1,0.5,0.2,0.1,0.2,0.1,0.3,0.3,0.4,0.5,0.9,0.8,0.9,1.2
Ddn,0.6,0.4,1.4,5.4,0.6,3.0,4.3,5.9,5.8,27.1,1.6,4.0,7.8,29.9,18.8,31.6,0.4,0.1,51.1,79.1,40.1
Ddo,4.4,4.0,3.7,3.9,3.4,3.9,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.7
Ddost,7.7,6.2,7.8,6.7,10.8,6.1,43.0,40.2,79.4,126.3,62.1,96.3,33.1,36.8,81.1,110.7,72.6,75.8,51.2,44.7,56.3
Ddr1,2.1,1.1,1.5,1.3,3.7,1.8,18.1,16.3,32.3,48.5,149.0,163.4,134.7,137.8,0.5,0.7,0.4,0.5,21.0,18.6,19.8
Ddr2,1.5,1.6,1.5,0.7,0.8,0.7,0.5,1.0,0.9,0.3,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.9,2.1,2.0,2.3
Ddrgk1,14.8,7.9,14.8,17.5,13.1,12.2,19.1,22.4,34.9,46.0,45.2,58.2,82.1,81.0,48.7,59.3,47.1,51.2,21.6,21.2,22.4
Ddt,24.2,18.5,31.4,32.9,51.5,44.1,9.7,12.5,15.2,19.8,8.8,16.0,11.1,10.3,13.4,19.8,20.7,24.9,15.7,18.0,13.7
Ddx1,15.8,13.5,20.7,16.3,17.7,18.4,14.3,33.9,49.6,56.9,51.1,47.5,25.2,34.1,11.3,7.1,26.9,26.2,33.3,31.8,35.0
Ddx10,3.2,3.5,2.5,2.2,3.4,3.0,2.3,4.8,4.3,2.3,4.2,2.2,1.3,1.0,1.3,1.0,7.4,8.1,4.5,4.0,4.9
Ddx11,0.2,0.2,0.2,0.1,0.1,0.1,0.4,0.5,2.1,1.5,0.2,0.3,0.1,0.1,1.1,1.0,1.0,1.4,1.5,1.5,2.0
Ddx17,129.0,84.8,38.8,13.6,61.3,22.1,223.9,189.3,213.4,123.2,153.8,96.1,34.2,49.0,82.4,80.1,89.6,92.6,144.4,136.2,169.7
Ddx18,2.2,2.5,0.8,1.1,1.0,1.2,0.9,1.2,2.5,3.6,1.6,2.0,0.6,0.8,1.8,2.8,1.6,2.4,1.3,1.2,1.7
Ddx19a,4.2,3.5,5.4,5.1,7.5,6.3,10.5,12.3,17.4,22.3,12.9,17.4,5.7,6.9,11.0,10.0,19.3,19.6,12.3,10.2,11.6
Ddx19b,2.6,1.9,1.4,1.2,2.4,1.6,4.8,6.0,5.3,3.9,2.9,2.6,0.8,1.2,1.6,1.2,3.3,3.1,5.6,5.2,5.4
Ddx20,1.6,1.5,1.1,0.7,1.2,0.8,2.6,3.8,4.7,5.6,2.4,3.4,0.3,0.9,2.4,1.3,1.9,2.5,3.5,2.8,3.4
Ddx21,1.6,0.9,2.2,1.7,2.3,2.6,3.8,9.7,12.2,9.4,8.7,9.5,1.5,2.6,14.8,10.0,16.6,15.5,14.6,11.8,12.8
Ddx23,2.7,1.7,4.0,3.8,6.7,3.9,10.9,15.2,19.0,20.6,12.6,13.9,7.7,9.0,20.1,15.1,14.8,14.4,15.3,13.9,16.7
Ddx24,5.0,4.6,5.5,5.1,6.6,5.3,8.7,36.1,14.8,30.4,13.0,23.5,14.6,15.6,18.8,17.8,14.6,15.2,19.7,19.8,19.5
Ddx25,1.2,1.4,1.5,1.0,1.9,1.5,12.7,13.8,9.8,15.9,6.8,8.1,2.5,3.0,0.5,0.7,0.6,0.5,12.0,11.7,12.7
Ddx26b,7.7,6.7,2.5,1.4,4.7,2.3,8.1,9.9,23.6,9.0,15.6,6.2,3.3,4.5,18.0,8.7,6.9,8.8,14.2,13.8,16.0
Ddx27,2.8,1.5,1.8,1.1,2.3,1.7,6.9,10.4,7.4,7.7,9.2,9.2,5.4,5.7,6.1,5.2,7.8,7.6,8.5,7.7,8.5
Ddx28,0.9,1.1,0.8,0.6,0.8,0.6,4.1,3.0,3.4,5.4,2.0,2.9,1.8,1.5,2.3,2.3,2.1,2.0,2.8,3.1,2.8
Ddx31,0.6,0.5,0.3,0.2,1.0,0.4,1.5,2.5,3.5,3.0,1.7,2.1,0.6,0.8,8.4,8.1,1.9,2.3,1.9,1.8,2.2
Ddx39,3.5,3.2,2.4,1.9,3.8,1.7,6.4,7.0,8.0,10.8,7.2,13.0,4.0,4.3,17.1,16.8,20.6,25.5,11.4,10.3,12.8
Ddx39b,13.5,10.0,15.4,11.9,18.3,13.2,114.0,103.8,118.2,133.9,91.7,131.9,58.0,63.8,125.3,136.7,53.0,59.6,95.7,81.1,98.3
Ddx3x,24.8,26.4,27.5,16.4,32.0,22.3,58.6,90.2,107.2,61.8,71.6,45.3,15.8,22.4,51.8,21.6,121.8,133.2,89.2,72.5,81.6
Ddx3y,5.2,0.1,2.4,1.7,2.0,4.7,3.5,10.0,13.2,2.9,14.1,3.5,3.0,3.2,3.0,0.3,21.4,14.2,9.9,7.2,7.3
Ddx4,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2
Ddx41,3.3,2.0,2.1,1.8,2.1,1.8,8.0,10.6,12.5,18.4,7.5,13.2,3.1,4.2,18.4,21.0,16.1,17.2,11.9,10.0,12.7
Ddx42,8.8,5.8,6.1,3.8,6.4,5.8,17.1,25.1,15.1,10.0,11.0,8.2,3.9,6.2,8.6,6.1,10.5,11.5,19.6,16.9,19.3
Ddx43,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6,0.9,0.7,0.4,0.1,0.1,0.4,0.1,0.1,0.1,0.4,0.5,0.4
Ddx46,8.1,5.8,3.9,2.7,4.4,4.8,5.8,13.1,15.3,6.4,9.9,4.4,1.6,2.8,2.8,1.3,10.4,9.7,12.7,11.1,14.3
Ddx47,12.5,10.5,8.0,6.2,13.0,6.0,11.8,17.5,19.3,26.0,12.6,24.2,9.3,11.7,31.5,28.2,23.5,26.8,14.3,13.4,16.8
Ddx49,1.4,0.8,1.0,0.9,1.7,1.1,10.3,10.7,7.7,14.0,7.2,11.7,7.8,8.1,15.1,18.1,12.8,14.9,9.9,8.5,9.3
Ddx5,113.7,101.3,84.6,43.1,82.9,62.8,164.9,250.8,207.2,126.3,143.1,98.5,32.3,50.3,135.1,68.9,209.2,203.3,161.0,139.6,158.8
Ddx50,7.2,7.0,6.8,3.6,6.5,5.3,7.0,11.6,10.5,6.0,6.2,3.3,0.8,1.7,3.6,1.8,16.1,17.4,9.3,8.1,9.4
Ddx51,1.1,1.3,1.0,0.9,1.3,1.0,3.2,3.1,3.2,3.4,3.3,4.0,1.5,1.1,2.4,2.6,1.7,2.2,2.7,2.6,3.1
Ddx52,5.4,4.9,4.6,2.6,6.0,4.9,2.0,6.7,8.3,7.9,6.3,5.8,2.3,2.7,4.5,3.2,8.5,8.5,6.6,6.2,6.7
Ddx54,0.9,0.6,1.0,0.9,1.5,1.1,9.8,10.9,9.7,16.9,13.8,21.8,13.1,13.6,20.9,23.6,18.7,19.4,14.3,13.3,13.0
Ddx55,6.1,5.8,3.1,1.1,2.5,2.2,3.9,4.8,3.8,3.6,3.8,3.5,0.7,1.6,1.7,1.3,1.9,1.6,4.5,3.8,4.4
Ddx56,1.8,1.0,1.4,1.3,1.3,0.8,8.0,8.3,7.6,12.9,6.8,10.0,6.9,6.2,9.2,13.2,5.1,5.7,7.3,6.6,7.4
Ddx58,1.2,1.2,1.9,1.0,1.6,1.2,0.2,0.4,2.4,1.8,0.3,0.4,0.1,0.2,1.6,1.6,8.5,8.8,1.5,1.6,2.3
Ddx59,1.2,0.9,1.3,1.2,1.6,1.1,2.7,4.0,4.1,6.2,4.4,5.8,1.6,2.0,3.2,1.8,2.7,2.9,2.9,2.7,3.0
Ddx6,6.7,5.7,8.3,6.7,8.1,8.5,39.6,36.9,35.0,28.7,24.5,19.0,8.4,8.9,23.9,16.9,24.7,23.8,28.3,24.6,29.0
Ddx60,0.0,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.6,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.6,0.5,0.3,0.2,0.2
Deaf1,4.0,2.6,3.0,4.4,6.4,2.1,28.2,27.4,14.9,26.0,13.4,18.4,21.2,24.6,6.0,6.3,7.5,9.1,51.2,64.2,45.6
Dear1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4
Deb1,37.2,35.0,36.5,37.5,37.2,37.7,19.3,23.8,32.0,37.6,88.3,85.8,84.3,85.2,8.3,8.0,13.4,20.0,25.3,22.7,23.3
Decr1,10.0,10.5,17.2,14.2,16.3,13.4,1.3,1.4,14.9,17.9,6.7,6.1,3.4,4.3,5.2,5.6,12.4,14.6,8.7,8.2,8.9
Decr2,3.8,6.5,5.7,2.6,5.9,4.3,8.8,8.8,6.8,7.8,3.9,4.2,1.9,1.9,2.9,2.7,4.7,5.0,6.8,7.0,7.1
Dedd,3.2,2.6,2.6,2.1,4.5,2.2,9.5,7.6,9.6,12.1,7.6,9.3,8.3,8.1,11.9,12.6,9.8,10.1,8.6,7.7,8.7
Dedd2,1.5,0.9,1.1,1.1,2.1,0.3,8.5,9.6,2.4,4.3,3.5,4.6,4.3,5.2,13.5,15.2,10.4,11.5,4.2,4.6,3.8
Def6,0.0,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.6,0.4,0.1,0.1,0.1,0.1,9.7,9.3,23.3,24.4,3.1,3.3,4.0
Def8,2.4,1.6,1.3,1.5,2.2,2.0,12.3,13.4,13.1,22.3,8.6,13.1,7.2,8.7,3.6,4.4,5.8,6.4,11.2,11.6,10.8
Defa-ps1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa-ps12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa-ps13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa-rs1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa-rs7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa20,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa22,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defa5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb12,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb18,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb19,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb20,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.1,0.8,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1
Defb21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb22,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb23,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb29,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb30,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
Defb34,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb35,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb36,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb37,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb38,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb39,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb40,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb41,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb42,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb43,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb44-ps,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb45,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb46,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb47,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Defb48,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
